-DOCSTART- -X- O
XX/XX/XXXX. -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Kayla -X- _ B-PER
Harrison -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$464110 -X- _ B-AMOUNT
from -X- _ O
Pierce, -X- _ B-ORG
Wilson -X- _ I-ORG
and -X- _ I-ORG
Haney -X- _ I-ORG
Financial -X- _ I-ORG
on -X- _ O
2019-11-14. -X- _ B-DATE
Account -X- _ O
XXXX -X- _ O
XXXX -X- _ O
police -X- _ O
case -X- _ O
# -X- _ O
XXXX -X- _ O
I -X- _ O
filed -X- _ O
an -X- _ O
identity -X- _ O
theft -X- _ O
and -X- _ O
police -X- _ O
report -X- _ O
on -X- _ O
XX/XX/XXXX -X- _ O
XXXX -X- _ O
a -X- _ O
copy -X- _ O
of -X- _ O
both -X- _ O
was -X- _ O
sent -X- _ O
to -X- _ O
the -X- _ O
National -X- _ O
credit -X- _ O
adjusters -X- _ O
on -X- _ O
XX/XX/2020. -X- _ O
They -X- _ O
continue -X- _ O
to -X- _ O
call -X- _ O
and -X- _ O
refuse -X- _ O
to -X- _ O
remove -X- _ O
it -X- _ O
from -X- _ O
my -X- _ O
credit -X- _ O
report. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Suzanne -X- _ B-PER
Peters -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Hendrix -X- _ B-ORG
Inc -X- _ I-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$837404. -X- _ B-AMOUNT
I -X- _ O
received -X- _ O
my -X- _ O
morgage -X- _ O
statement -X- _ O
for -X- _ O
XX/XX/2019. -X- _ O
I -X- _ O
paid -X- _ O
the -X- _ O
amount -X- _ O
shown -X- _ O
in -X- _ O
full. -X- _ O
They -X- _ O
casged -X- _ O
my -X- _ O
check -X- _ O
on -X- _ O
XX/XX/XXXX. -X- _ O
On -X- _ O
XX/XX/XXXX -X- _ O
I -X- _ O
received -X- _ O
a -X- _ O
notice -X- _ O
of -X- _ O
late -X- _ O
payment -X- _ O
plus -X- _ O
added -X- _ O
late -X- _ O
fee. -X- _ O
I -X- _ O
called -X- _ O
and -X- _ O
was -X- _ O
told -X- _ O
the -X- _ O
original -X- _ O
mortgage -X- _ O
bill -X- _ O
was -X- _ O
in -X- _ O
error -X- _ O
and -X- _ O
that -X- _ O
they -X- _ O
had -X- _ O
sent -X- _ O
me -X- _ O
an -X- _ O
escrow -X- _ O
statement -X- _ O
and -X- _ O
it -X- _ O
had -X- _ O
my -X- _ O
correct -X- _ O
mortgage -X- _ O
amount -X- _ O
on -X- _ O
the -X- _ O
back. -X- _ O
Nowhere -X- _ O
on -X- _ O
the -X- _ O
statement -X- _ O
was -X- _ O
there -X- _ O
anything -X- _ O
saying -X- _ O
it -X- _ O
was -X- _ O
a -X- _ O
bill. -X- _ O
They -X- _ O
did -X- _ O
not -X- _ O
send -X- _ O
a -X- _ O
bill -X- _ O
saying -X- _ O
the -X- _ O
made -X- _ O
a -X- _ O
mistake -X- _ O
and -X- _ O
I -X- _ O
owed -X- _ O
more -X- _ O
money. -X- _ O
Instead -X- _ O
they -X- _ O
send -X- _ O
the -X- _ O
notice -X- _ O
of -X- _ O
not -X- _ O
receiving -X- _ O
any -X- _ O
payment -X- _ O
at -X- _ O
all -X- _ O
and -X- _ O
I -X- _ O
have -X- _ O
to -X- _ O
pay -X- _ O
a -X- _ O
late -X- _ O
fee -X- _ O
and -X- _ O
i -X- _ O
will -X- _ O
be -X- _ O
reported -X- _ O
to -X- _ O
the -X- _ O
credit -X- _ O
bureau. -X- _ O
They -X- _ O
refused -X- _ O
to -X- _ O
delete -X- _ O
the -X- _ O
late -X- _ O
fee. -X- _ O
Under -X- _ O
duress -X- _ O
I -X- _ O
paid -X- _ O
it. -X- _ O
I -X- _ O
feel -X- _ O
I -X- _ O
am -X- _ O
owed -X- _ O
an -X- _ O
apology -X- _ O
and -X- _ O
a -X- _ O
refund -X- _ O
of -X- _ O
the -X- _ O
late -X- _ O
fee. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Cooper-Martinez -X- _ B-ORG
Financial -X- _ I-ORG
about -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$878358 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2021-06-22. -X- _ B-DATE
Starting -X- _ O
in -X- _ O
XXXX -X- _ O
2014 -X- _ O
they -X- _ O
were -X- _ O
some -X- _ O
reversed -X- _ O
payments -X- _ O
due -X- _ O
to -X- _ O
escrow -X- _ O
payments -X- _ O
applied -X- _ O
to -X- _ O
my -X- _ O
mortgage -X- _ O
account -X- _ O
incorrectly. -X- _ O
This -X- _ O
has -X- _ O
showed -X- _ O
as -X- _ O
late -X- _ O
payments -X- _ O
causing -X- _ O
me -X- _ O
to -X- _ O
get -X- _ O
behind -X- _ O
and -X- _ O
Chase -X- _ O
is -X- _ O
yet -X- _ O
to -X- _ O
correct. -X- _ O
Now -X- _ O
Iam -X- _ O
facing -X- _ O
foreclosure. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Jeanette -X- _ B-PER
Washington -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Clark, -X- _ B-ORG
Hernandez -X- _ I-ORG
and -X- _ I-ORG
Gonzalez -X- _ I-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$710930. -X- _ B-AMOUNT
My -X- _ O
mortgage -X- _ O
was -X- _ O
paid -X- _ O
in -X- _ O
full -X- _ O
in -X- _ O
2013 -X- _ O
and -X- _ O
my -X- _ O
mortgage -X- _ O
company -X- _ O
has -X- _ O
failed -X- _ O
to -X- _ O
report -X- _ O
this, -X- _ O
my -X- _ O
credit -X- _ O
has -X- _ O
suffered -X- _ O
miserably -X- _ O
as -X- _ O
a -X- _ O
result. -X- _ O
I -X- _ O
have -X- _ O
reported -X- _ O
my -X- _ O
mortgage -X- _ O
company -X- _ O
a -X- _ O
number -X- _ O
of -X- _ O
times -X- _ O
to -X- _ O
the -X- _ O
Attorney -X- _ O
General -X- _ O
of -X- _ O
my -X- _ O
state, -X- _ O
your -X- _ O
organization, -X- _ O
the -X- _ O
US -X- _ O
Comptroller -X- _ O
and -X- _ O
anyone -X- _ O
who -X- _ O
would -X- _ O
listen -X- _ O
with -X- _ O
no -X- _ O
results -X- _ O
and -X- _ O
no -X- _ O
help. -X- _ O
<P/> -X- _ O
Please -X- _ O
help -X- _ O
me -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Amanda -X- _ B-PER
Thompson -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$961806 -X- _ B-AMOUNT
from -X- _ O
Davis-Strickland -X- _ B-ORG
Financial -X- _ I-ORG
on -X- _ O
2021-08-03. -X- _ B-DATE
on -X- _ O
XX/XX/20 -X- _ O
i -X- _ O
rec -X- _ O
'd -X- _ O
a -X- _ O
statement -X- _ O
dated -X- _ O
XX/XX/20 -X- _ O
with -X- _ O
a -X- _ O
reinstatement -X- _ O
fee -X- _ O
of -X- _ O
$40000.00 -X- _ B-AMOUNT
they -X- _ O
refuse -X- _ O
to -X- _ O
give -X- _ O
a -X- _ O
breakdown -X- _ O
of -X- _ O
how -X- _ O
that -X- _ O
fee -X- _ O
is -X- _ O
calculated -X- _ O
i -X- _ O
have -X- _ O
asked -X- _ O
in -X- _ O
the -X- _ O
past -X- _ O
for -X- _ O
a -X- _ O
explanation -X- _ O
of -X- _ O
escrow -X- _ O
balance -X- _ O
late -X- _ O
charge -X- _ O
balance -X- _ O
rec -X- _ O
corp -X- _ O
adv -X- _ O
unapplied -X- _ O
funds -X- _ O
but -X- _ O
they -X- _ O
refuse -X- _ O
which -X- _ O
is -X- _ O
a -X- _ O
violation -X- _ O
of -X- _ O
the -X- _ O
CFPB -X- _ O
i -X- _ O
am -X- _ O
also -X- _ O
asking -X- _ O
for -X- _ O
a -X- _ O
pay -X- _ O
off -X- _ O
figure -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Vanessa -X- _ B-PER
Hughes -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$909423 -X- _ B-AMOUNT
from -X- _ O
Simon, -X- _ B-ORG
Mccarthy -X- _ I-ORG
and -X- _ I-ORG
Houston -X- _ I-ORG
Financial -X- _ I-ORG
on -X- _ O
2021-03-12. -X- _ B-DATE
I -X- _ O
was -X- _ O
told -X- _ O
in -X- _ O
XX/XX/XXXX -X- _ O
that -X- _ O
i -X- _ O
was -X- _ O
eligible -X- _ O
for -X- _ O
an -X- _ O
" -X- _ O
auto -X- _ O
pay -X- _ O
'' -X- _ O
program -X- _ O
and -X- _ O
as -X- _ O
a -X- _ O
result -X- _ O
my -X- _ O
next -X- _ O
payment -X- _ O
would -X- _ O
n't -X- _ O
be -X- _ O
due -X- _ O
until -X- _ O
XX/XX/XXXX, -X- _ O
so -X- _ O
I -X- _ O
made -X- _ O
plans -X- _ O
with -X- _ O
the -X- _ O
extra -X- _ O
money -X- _ O
in -X- _ O
XX/XX/XXXX. -X- _ O
I -X- _ O
spent -X- _ O
some -X- _ O
and -X- _ O
put -X- _ O
some -X- _ O
into -X- _ O
savings. -X- _ O
XX/XX/XXXX -X- _ O
I -X- _ O
got -X- _ O
a -X- _ O
call -X- _ O
from -X- _ O
Navient -X- _ O
in -X- _ O
which -X- _ O
they -X- _ O
informed -X- _ O
me -X- _ O
that -X- _ O
they -X- _ O
made -X- _ O
a -X- _ O
mistake -X- _ O
and -X- _ O
that -X- _ O
I -X- _ O
was -X- _ O
n't -X- _ O
eligible -X- _ O
for -X- _ O
the -X- _ O
" -X- _ O
auto -X- _ O
pay -X- _ O
'' -X- _ O
and, -X- _ O
as -X- _ O
a -X- _ O
result -X- _ O
my -X- _ O
payment -X- _ O
is -X- _ O
now -X- _ O
past -X- _ O
due -X- _ O
and -X- _ O
I -X- _ O
owe -X- _ O
for -X- _ O
XX/XX/XXXX. -X- _ O
I -X- _ O
now -X- _ O
have -X- _ O
to -X- _ O
take -X- _ O
money -X- _ O
out -X- _ O
of -X- _ O
savings -X- _ O
to -X- _ O
cover -X- _ O
the -X- _ O
mistake. -X- _ O
I -X- _ O
do -X- _ O
not -X- _ O
trust -X- _ O
these -X- _ O
people -X- _ O
to -X- _ O
be -X- _ O
handling -X- _ O
my -X- _ O
debt -X- _ O
responsibly. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Duran, -X- _ B-ORG
Richards -X- _ I-ORG
and -X- _ I-ORG
Vang -X- _ I-ORG
Financial -X- _ I-ORG
about -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$169351 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2020-12-29. -X- _ B-DATE
1. -X- _ O
over -X- _ O
paid -X- _ O
on -X- _ O
homeowners -X- _ O
insurance. -X- _ O
2. -X- _ O
had -X- _ O
two -X- _ O
policies -X- _ O
for -X- _ O
the -X- _ O
one -X- _ O
house -X- _ O
they -X- _ O
never -X- _ O
cancelled -X- _ O
the -X- _ O
older -X- _ O
policy. -X- _ O
3. -X- _ O
they -X- _ O
never -X- _ O
sent -X- _ O
me -X- _ O
the -X- _ O
documents -X- _ O
i -X- _ O
requested -X- _ O
4. -X- _ O
i -X- _ O
tried -X- _ O
to -X- _ O
refinance -X- _ O
with -X- _ O
Amerihome -X- _ B-ORG
their -X- _ O
offer -X- _ O
was -X- _ O
from -X- _ O
3.5 -X- _ O
to -X- _ O
3.35 -X- _ O
5. -X- _ O
i -X- _ O
did -X- _ O
get -X- _ O
offer -X- _ O
from -X- _ O
XXXX -X- _ O
XXXX -X- _ O
for -X- _ O
2.25 -X- _ O
dropping -X- _ O
monthly -X- _ O
payment -X- _ O
x -X- _ O
$120.00 -X- _ O
6. -X- _ O
now -X- _ O
amerihome -X- _ O
won't -X- _ O
take -X- _ O
XXXX -X- _ O
payment -X- _ O
$930.00 -X- _ O
intill -X- _ O
i -X- _ O
sign -X- _ O
their -X- _ O
refin -X- _ O
papers -X- _ O
7. -X- _ O
Now -X- _ O
I -X- _ O
don't -X- _ O
know -X- _ O
weather -X- _ O
I -X- _ O
can -X- _ O
refinance -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Michael -X- _ B-PER
Moore -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$27933 -X- _ B-AMOUNT
from -X- _ O
White-Haynes -X- _ B-ORG
Financial -X- _ I-ORG
on -X- _ O
2020-11-12. -X- _ B-DATE
I -X- _ O
PURCHASED -X- _ O
THIS -X- _ O
VEHICLE -X- _ O
IN -X- _ O
2016 -X- _ O
LOAN -X- _ O
COMPANY -X- _ O
AT -X- _ O
THE -X- _ O
TIME -X- _ O
WAS -X- _ O
PLATNUIM -X- _ O
AUTO -X- _ O
XXXX -X- _ O
I -X- _ O
MADE -X- _ O
PAYMENTS -X- _ O
AND -X- _ O
SOME -X- _ O
TIMES -X- _ O
I -X- _ O
WOULD -X- _ O
DOUBLE -X- _ O
UP -X- _ O
I -X- _ O
WAS -X- _ O
PLACED -X- _ O
ON -X- _ O
A -X- _ O
PAYMENT -X- _ O
ARRANGEMENT -X- _ O
UNTIL -X- _ O
I -X- _ O
GOT -X- _ O
CAUGHT -X- _ O
UP -X- _ O
FEW -X- _ O
MONTHS -X- _ O
LATER -X- _ O
I -X- _ O
FINDS -X- _ O
OUT -X- _ O
THIS -X- _ O
COMPANY -X- _ O
TRANSFERED -X- _ O
MY -X- _ O
LOAN -X- _ O
TO -X- _ O
ANOTHER -X- _ O
COMPANY -X- _ O
NICHOLAS -X- _ O
FINANCIAL -X- _ O
THE -X- _ O
PAYMENTS -X- _ O
I -X- _ O
WAS -X- _ O
MAKING -X- _ O
THE -X- _ O
SUPERVISOR -X- _ O
WAS -X- _ O
TAKING -X- _ O
IT -X- _ O
AND -X- _ O
SHE -X- _ O
WAS -X- _ O
FIRED -X- _ O
SO -X- _ O
NOW -X- _ O
THIS -X- _ O
COMPANY -X- _ O
I'M -X- _ O
WITH -X- _ O
NOW -X- _ O
HAS -X- _ O
STARTED -X- _ O
MY -X- _ O
LOAN -X- _ O
ALL -X- _ O
OVER -X- _ O
AND -X- _ O
EACH -X- _ O
TIME -X- _ O
I'M -X- _ O
MAKING -X- _ O
A -X- _ O
PAYMENT -X- _ O
IT'S -X- _ O
GOING -X- _ O
TOWARDS -X- _ O
THE -X- _ O
INTEREST -X- _ O
AND -X- _ O
NOT -X- _ O
THE -X- _ O
CAR -X- _ O
THE -X- _ O
LOAN -X- _ O
IS -X- _ O
STILL -X- _ O
AT -X- _ O
XXXX -X- _ O
I -X- _ O
REFUSED -X- _ O
TO -X- _ O
CONTINUE -X- _ O
TO -X- _ O
MAKE -X- _ O
PAYMENTS -X- _ O
AND -X- _ O
IT'S -X- _ O
NOT -X- _ O
GOING -X- _ O
TOWARDS -X- _ O
THE -X- _ O
CAR -X- _ O
I -X- _ O
SHOULD -X- _ O
HAVE -X- _ O
BEEN -X- _ O
DONE -X- _ O
PAYING -X- _ O
ON -X- _ O
THIS -X- _ O
CAR -X- _ O
I'M -X- _ O
CONSIDERING -X- _ O
HAVING -X- _ O
SOMEONE -X- _ O
TO -X- _ O
BUY -X- _ O
IT -X- _ O
I -X- _ O
NEED -X- _ O
SOME -X- _ O
HELP -X- _ O
PLEASE -X- _ O

Hi, -X- _ O
I -X- _ O
am -X- _ O
Kristen -X- _ B-PER
Blair -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
applied -X- _ O
for -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$887043 -X- _ B-AMOUNT
from -X- _ O
Cochran-Garrison -X- _ B-ORG
Financial -X- _ I-ORG
on -X- _ O
2020-03-07. -X- _ B-DATE
On -X- _ O
XX/XX/8/20 -X- _ O
I -X- _ O
made -X- _ O
a -X- _ O
principal -X- _ O
payment -X- _ O
against -X- _ O
my -X- _ O
Heloc -X- _ O
reducing -X- _ O
the -X- _ O
principal -X- _ O
balance -X- _ O
$3200.00. -X- _ B-AMOUNT
On -X- _ O
the -X- _ O
same -X- _ O
day -X- _ O
Bank -X- _ B-ORG
of -X- _ I-ORG
America -X- _ I-ORG
reversed -X- _ O
my -X- _ O
payment -X- _ O
and -X- _ O
adding -X- _ O
$3200.00 -X- _ B-AMOUNT
back -X- _ O
to -X- _ O
my -X- _ O
outstanding -X- _ O
balance. -X- _ O
I -X- _ O
made -X- _ O
this -X- _ O
payment -X- _ O
with -X- _ O
good -X- _ O
funds -X- _ O
from -X- _ O
my -X- _ O
B -X- _ O
of -X- _ O
A -X- _ O
checking -X- _ O
account. -X- _ O
B -X- _ O
of -X- _ O
A -X- _ O
employees -X- _ O
have -X- _ O
indicated -X- _ O
this -X- _ O
is -X- _ O
a -X- _ O
systemic -X- _ O
problem. -X- _ O
Typical -X- _ O
holds -X- _ O
time -X- _ O
to -X- _ O
reach -X- _ O
someone -X- _ O
is -X- _ O
usually -X- _ O
an -X- _ O
hour. -X- _ O
This -X- _ O
has -X- _ O
been -X- _ O
a -X- _ O
recurring -X- _ O
problem -X- _ O
with -X- _ O
B -X- _ O
of -X- _ O
A -X- _ O
who -X- _ O
seems -X- _ O
unable -X- _ O
to -X- _ O
make -X- _ O
the -X- _ O
correct -X- _ O
postings -X- _ O
to -X- _ O
my -X- _ O
account. -X- _ O
OnXX/XX/15/20 -X- _ O
I -X- _ O
spoke -X- _ O
with -X- _ O
B -X- _ O
of -X- _ O
A -X- _ O
supervisor -X- _ O
XXXX -X- _ O
XXXX -X- _ O
in -X- _ O
NC -X- _ O
at -X- _ O
phone -X- _ O
XXXX. -X- _ O
She -X- _ O
gave -X- _ O
me -X- _ O
100 -X- _ O
% -X- _ O
assurance -X- _ O
that -X- _ O
this -X- _ O
above -X- _ O
problem -X- _ O
would -X- _ O
be -X- _ O
resolved -X- _ O
by -X- _ O
XX/XX/XXXX. -X- _ O
It -X- _ O
is -X- _ O
not. -X- _ O
On -X- _ O
XX/XX/16/20 -X- _ O
I -X- _ O
placed -X- _ O
2 -X- _ O
calls -X- _ O
to -X- _ O
the -X- _ O
number -X- _ O
and -X- _ O
no -X- _ O
one -X- _ O
answered. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Gomez-Oneal -X- _ B-ORG
Financial -X- _ I-ORG
about -X- _ I-ORG
a -X- _ O
loan -X- _ O
of -X- _ O
$45339 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2020-05-01. -X- _ B-DATE
I -X- _ O
went -X- _ O
through -X- _ O
a -X- _ O
divorce -X- _ O
in -X- _ O
XX/XX/XXXX. -X- _ O
The -X- _ O
house -X- _ O
was -X- _ O
underwater -X- _ O
so -X- _ O
I -X- _ O
had -X- _ O
to -X- _ O
walk -X- _ O
away -X- _ O
from -X- _ O
it. -X- _ O
The -X- _ O
note -X- _ O
was -X- _ O
for -X- _ O
$ -X- _ O
XXXX. -X- _ O
The -X- _ O
missed -X- _ O
payments -X- _ O
were -X- _ O
reflected -X- _ O
on -X- _ O
my -X- _ O
credit -X- _ O
back -X- _ O
in -X- _ O
XX/XX/XXXX. -X- _ O
About -X- _ O
nine -X- _ O
months -X- _ O
ago -X- _ O
I -X- _ O
received -X- _ O
a -X- _ O
letter -X- _ O
from -X- _ O
Ditech -X- _ O
XXXX -X- _ O
( -X- _ O
formerly -X- _ O
GreenTree -X- _ B-ORG
Servicing, -X- _ I-ORG
they -X- _ O
changed -X- _ O
their -X- _ O
name -X- _ O
in -X- _ O
XX/XX/XXXX -X- _ O
because -X- _ O
of -X- _ O
a -X- _ O
class -X- _ O
action -X- _ O
lawsuit -X- _ O
) -X- _ O
that -X- _ O
I -X- _ O
owed -X- _ O
them -X- _ O
$ -X- _ O
XXXX. -X- _ O
Now -X- _ O
it -X- _ O
's -X- _ O
showing -X- _ O
up -X- _ O
on -X- _ O
my -X- _ O
credit -X- _ O
that -X- _ O
I -X- _ O
'm -X- _ O
90 -X- _ O
days -X- _ O
late -X- _ O
on -X- _ O
a -X- _ O
mortgage -X- _ O
payment. -X- _ O
I -X- _ O
think -X- _ O
this -X- _ O
is -X- _ O
fraud. -X- _ O
I -X- _ O
do -X- _ O
n't -X- _ O
owe -X- _ O
that -X- _ O
amount -X- _ O
and -X- _ O
this -X- _ O
should -X- _ O
have -X- _ O
been -X- _ O
foreclosed -X- _ O
on -X- _ O
years -X- _ O
ago. -X- _ O
What -X- _ O
recourse -X- _ O
do -X- _ O
I -X- _ O
have? -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Stacy -X- _ B-PER
Hansen -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Gibson-Beck -X- _ B-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$770998. -X- _ B-AMOUNT
My -X- _ O
daughter -X- _ O
's -X- _ O
phone -X- _ O
keeps -X- _ O
getting -X- _ O
calls -X- _ O
and -X- _ O
messages -X- _ O
from -X- _ O
this -X- _ O
company -X- _ O
called -X- _ O
Mr -X- _ O
Cooper -X- _ O
Loans, -X- _ O
number -X- _ O
XXXX. -X- _ O
we -X- _ O
never -X- _ O
had -X- _ O
any -X- _ O
business -X- _ O
with -X- _ O
them, -X- _ O
never -X- _ O
own -X- _ O
any -X- _ O
money -X- _ O
to -X- _ O
any -X- _ O
company. -X- _ O
I -X- _ O
called -X- _ O
them -X- _ O
asking -X- _ O
them -X- _ O
to -X- _ O
remove -X- _ O
our -X- _ O
phone -X- _ O
number -X- _ O
from -X- _ O
their -X- _ O
calling -X- _ O
list, -X- _ O
they -X- _ O
admit -X- _ O
we -X- _ O
don't -X- _ O
have -X- _ O
any -X- _ O
loan -X- _ O
with -X- _ O
them, -X- _ O
but -X- _ O
the -X- _ O
customer -X- _ O
service -X- _ O
guy -X- _ O
refused -X- _ O
to -X- _ O
remove -X- _ O
our -X- _ O
phone -X- _ O
number -X- _ O
and -X- _ O
hanged -X- _ O
up. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Tanya -X- _ B-PER
Harris -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Molina-Sharp -X- _ B-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$199765. -X- _ B-AMOUNT
I -X- _ O
was -X- _ O
shocked -X- _ O
when -X- _ O
I -X- _ O
reviewed -X- _ O
my -X- _ O
credit -X- _ O
report -X- _ O
and -X- _ O
found -X- _ O
late -X- _ O
payments -X- _ O
on -X- _ O
the -X- _ O
dates -X- _ O
below -X- _ O
: -X- _ O
Ally -X- _ B-ORG
FInancial- -X- _ I-ORG
XX/XX/2019 -X- _ O
I -X- _ O
am -X- _ O
not -X- _ O
sure -X- _ O
how -X- _ O
this -X- _ O
happened. -X- _ O
I -X- _ O
believe -X- _ O
that -X- _ O
I -X- _ O
have -X- _ O
made -X- _ O
my -X- _ O
payments -X- _ O
to -X- _ O
you -X- _ O
when -X- _ O
I -X- _ O
recieved -X- _ O
my -X- _ O
statements. -X- _ O
My -X- _ O
only -X- _ O
thought -X- _ O
is -X- _ O
that -X- _ O
the -X- _ O
monthly -X- _ O
statement -X- _ O
never -X- _ O
came -X- _ O
to -X- _ O
me. -X- _ O

I -X- _ O
was -X- _ O
sent -X- _ O
a -X- _ O
letter -X- _ O
by -X- _ O
Torres-Whitehead -X- _ B-ORG
Financial -X- _ I-ORG
about -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$961055 -X- _ B-AMOUNT
I -X- _ O
allegedly -X- _ O
took -X- _ O
out -X- _ O
on -X- _ O
2019-11-03. -X- _ B-DATE
I -X- _ O
called -X- _ O
several -X- _ O
different -X- _ O
times -X- _ O
to -X- _ O
start -X- _ O
a -X- _ O
deferment -X- _ O
and -X- _ O
was -X- _ O
approved -X- _ O
for -X- _ O
information -X- _ O
to -X- _ O
be -X- _ O
corrected -X- _ O
by -X- _ O
navient -X- _ O
about -X- _ O
late -X- _ O
payments. -X- _ O
But -X- _ O
when -X- _ O
I -X- _ O
look -X- _ O
on -X- _ O
my -X- _ O
credit -X- _ O
report -X- _ O
it -X- _ O
says -X- _ O
different -X- _ O
causing -X- _ O
my -X- _ O
score -X- _ O
to -X- _ O
change. -X- _ O
It -X- _ O
looks -X- _ O
like -X- _ O
lve -X- _ O
been -X- _ O
missing -X- _ O
payments. -X- _ O
When -X- _ O
I -X- _ O
was -X- _ O
told -X- _ O
I -X- _ O
had -X- _ O
a -X- _ O
certain -X- _ O
amount -X- _ O
of -X- _ O
time -X- _ O
to -X- _ O
pay -X- _ O
or -X- _ O
submit -X- _ O
proper -X- _ O
documents -X- _ O
about -X- _ O
my -X- _ O
hardship. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Cynthia -X- _ B-PER
Lewis -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Chen-Rodriguez -X- _ B-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$419929. -X- _ B-AMOUNT
Back -X- _ O
in -X- _ O
mid -X- _ O
XX/XX/XXXX -X- _ O
I -X- _ O
filed -X- _ O
a -X- _ O
complaint -X- _ O
against -X- _ O
Stellar -X- _ B-ORG
Recovery -X- _ I-ORG
for -X- _ O
validation -X- _ O
of -X- _ O
debt. -X- _ O
Stellar -X- _ O
stated -X- _ O
that -X- _ O
they -X- _ O
would -X- _ O
close -X- _ O
this -X- _ O
account -X- _ O
and -X- _ O
release -X- _ O
debt -X- _ O
from -X- _ O
all -X- _ O
national -X- _ O
bureaus. -X- _ O
In -X- _ O
the -X- _ O
meanwhile -X- _ O
they -X- _ O
are -X- _ O
still -X- _ O
continuing -X- _ O
to -X- _ O
contact -X- _ O
me -X- _ O
on -X- _ O
an -X- _ O
unvalid -X- _ O
debt. -X- _ O

Good -X- _ O
afternoon, -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Sandra -X- _ B-PER
Salazar -X- _ I-PER
and -X- _ O
my -X- _ O
email -X- _ O
is -X- _ O
regarding -X- _ O
Lester, -X- _ B-ORG
Haas -X- _ I-ORG
and -X- _ I-ORG
Melton -X- _ I-ORG
Bank -X- _ I-ORG
and -X- _ O
a -X- _ O
loan -X- _ O
of -X- _ O
$643197. -X- _ B-AMOUNT
Flagship -X- _ B-ORG
Credit -X- _ I-ORG
has -X- _ O
continuously -X- _ O
reported -X- _ O
increasing -X- _ O
balances. -X- _ O
By -X- _ O
law -X- _ O
after -X- _ O
30 -X- _ O
days -X- _ O
is -X- _ O
late! -X- _ O
